DNI ENCRIPTADO,RESPUESTAS TEXTUALES_1,RESPUESTAS TEXTUALES_2,RESPUESTAS TEXTUALES_3,RESPUESTAS TEXTUALES_4,RESPUESTAS TEXTUALES_5,RESPUESTAS TEXTUALES_6,RESPUESTAS TEXTUALES_7,RESPUESTAS TEXTUALES_8,RESPUESTAS TEXTUALES_9,RESPUESTAS TEXTUALES_10,RESPUESTAS TEXTUALES_11,RESPUESTAS TEXTUALES_12,RESPUESTAS TEXTUALES_13,RESPUESTAS TEXTUALES_14,RESPUESTAS TEXTUALES_15,RESPUESTAS TEXTUALES_16,RESPUESTAS TEXTUALES_17,RESPUESTAS TEXTUALES_18,RESPUESTAS TEXTUALES_19,RESPUESTAS TEXTUALES_20,RESPUESTAS TEXTUALES_21,RESPUESTAS TEXTUALES_22,RESPUESTAS TEXTUALES_23,RESPUESTAS TEXTUALES_24,RESPUESTAS TEXTUALES_25,RESPUESTAS TEXTUALES_26,RESPUESTAS TEXTUALES_27,RESPUESTAS TEXTUALES_28,RESPUESTAS TEXTUALES_29,RESPUESTAS TEXTUALES_30,RESPUESTA NUMERICA_1,RESPUESTA NUMERICA_2,RESPUESTA NUMERICA_3,RESPUESTA NUMERICA_4,RESPUESTA NUMERICA_5,RESPUESTA NUMERICA_6,RESPUESTA NUMERICA_7,RESPUESTA NUMERICA_8,RESPUESTA NUMERICA_9,RESPUESTA NUMERICA_10,RESPUESTA NUMERICA_11,RESPUESTA NUMERICA_12,RESPUESTA NUMERICA_13,RESPUESTA NUMERICA_14,RESPUESTA NUMERICA_15,RESPUESTA NUMERICA_16,RESPUESTA NUMERICA_17,RESPUESTA NUMERICA_18,RESPUESTA NUMERICA_19,RESPUESTA NUMERICA_20,RESPUESTA NUMERICA_21,RESPUESTA NUMERICA_22,RESPUESTA NUMERICA_23,RESPUESTA NUMERICA_24,RESPUESTA NUMERICA_25,RESPUESTA NUMERICA_26,RESPUESTA NUMERICA_27,RESPUESTA NUMERICA_28,RESPUESTA NUMERICA_29,RESPUESTA NUMERICA_30,SUM_PUNTAJES_INTRAPERSONAL,SUM_PUNTAJES_INTERPERSONALES,SUM_PUNTAJES_MANEJO_ESTRES,SUM_PUNTAJES_ADAPTABILIDAD,SUM_IMPRESION_POSITIVA,TOTAL_COC_EMOCIONAL,INTRAPERSONAL_MEDIA,INTRAPERSONAL_DESVIACION,INTERPERSONAL_MEDIA,INTERPERSONAL_DESVIACION,MANEJO_ESTRES_MEDIA,MANEJO_ESTRES_DESVIACION,ADAPTABILIDAD_MEDIA,ADAPTABILIDAD_DESVIACION,IMPRESION_POSITIVA_MEDIA,IMPRESION_POSITIVA_DESVIACION,TOTAL_COC_EMOCIONAL_MEDIA,TOTAL_COC_ECOCIONAL_DESVIACION,CONVERSION_FINAL_INTRAPERSONAL,CONVERSION_FINAL_INTEPERSONAL,CONVERSION_FINAL_MANEJO_ESTRES,CONVERSION_FINAL_APDAPTABILIDAD,CONVERSION_FINAL_IMPRESIÓN POSITIVA,CONVERSION_FINAL_TOTAL_COC_EMOC,Fecha de nacimiento de Champ,Edad de Champ,Sede de Champ,Grado de Champ,"Champ tiene alguna alergia, condición o enfermedad",Champ para talleres virtuales se puede conectar de,¿Qué tema te interesa Champ?,"¿Con quienes vives?
Por ejemplo: Con mi padres y hermanos",¿Cuáles son tus pasatiempos favoritos?  Por ejemplo: Leer y jugar videojuegos,"¿Cuáles son tus cursos favoritos?
Por ejemplo: Matemática y Comunicación","¿Cuál es tu deporte favorito?
Por ejemplo: Fútbol","¿Qué te gustaría estudiar o ser de grande?
Por ejemplo: Doctor",¿Qué te gustaría hacer para mejorar el Perú?,¿Te gustaría estudiar en una universidad extranjera?,"Cuéntanos si ganaste un reconocimiento, concurso, beca, tienes una organización o has sido voluntario/a en el 2023","En Perú Champs nos preocupa tu bienestar. ¿Hay algo que quieras compartirnos sobre algo que fue difícil en el 2023, algo que te hiciera sentir triste o frustrado/a? Este espacio es confidencial y no afecta tu beca",¿Tiene otro champ?,DNI DEL APODERADO ENCRIPTADO,Qué relación tiene con Champ,Su Champ tiene un apoderada/o adicional a Usted,¿Tienes un negocio propio o emprendimiento?,La conexión a Internet en su casa es,Tu internet es,"¿Algún familiar con el que viva tiene alguna condición, discapacidad o enfermedad crónica que requiera de cuidados constante?",Cuéntanos brevemente cómo se encuentran actualmente,¿Quién apoya a su Champ con sus tareas?,SEXO,EDAD,GRADO,SEDE,REGIÓN,ORIGEN,ESTADO,AÑO DE INGRESO,SALUD,MODALIDAD DE INGRESO,DNI PAPÁ ENCRIPTADO,DNI MAMÁ ENCRIPTADO,NRE (NIVEL DE RIESGO EMOCIONAL),CANTERA,CONDICIÓN DE SALUD,¿Qué tema te interesa Champ?_cuestionario,"¿Con quienes vives?
Por ejemplo: Con mi padres y hermanos_cuestionario",¿Cuáles son tus pasatiempos favoritos?  Por ejemplo: Leer y jugar videojuegos_cuestionario,"¿Cuáles son tus cursos favoritos?
Por ejemplo: Matemática y Comunicación_cuestionario","¿Cuál es tu deporte favorito?
Por ejemplo: Fútbol_cuestionario","¿Qué te gustaría estudiar o ser de grande?
Por ejemplo: Doctor_cuestionario",¿Qué te gustaría hacer para mejorar el Perú?_cuestionario,¿Te gustaría estudiar en una universidad extranjera?_cuestionario,"Cuéntanos si ganaste un reconocimiento, concurso, beca, tienes una organización o has sido voluntario/a en el 2023_cuestionario","En Perú Champs nos preocupa tu bienestar. ¿Hay algo que quieras compartirnos sobre algo que fue difícil en el 2023, algo que te hiciera sentir triste o frustrado/a? Este espacio es confidencial y no afecta tu beca_cuestionario",GRADO_notas,SEDE_notas,CANTERA_notas,Matemática,Comunicación,Inglés,Ciencias,Dpsc,Educación Física,Arte,Conducta,PROMEDIO,PREFINAL,POR CURSO,NRA
RYDZAWZD,A menudo,Muy a menudo,Rara Vez,Muy a menudo,Rara Vez,A menudo,Muy a menudo,Muy rara vez,Muy rara vez,Muy a menudo,Rara vez,A menudo,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Rara vez,Muy rara vez,Muy a menudo,Muy a menudo,Muy a menudo,Rara vez,Muy a menudo,Muy rara vez,Muy a menudo,Muy rara vez,Muy a menudo,3,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,14,23,23,24,16,100,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,96,118,118,124,95,151,2016-01-18 00:00:00,7,CARABAYLLO 1 - ENACE (REF. Mercado La Frontera),3ero,Ninguno,Celular,Acción por el clima,"Con mis padres,hermano y tíos ","Jugar,deportes y escuchar música ","Matemáticas, comunicación,arte",Fútbol,Ingeniero de sistemas ,Disminuir la corrupción empezando en mi localidad,Sí,"Si, reconocimiento ",No,No,ININZZSS,Papá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Bien,Lo realiza solo/a,M,8.0,Tercero,Carabayllo Enace,Lima,Renovación,Matriculado,2023.0,Ninguno,Empresa (Académica),ININZZSS,REZZDWZY,BAJO,Empresa (Académica),Ninguno,Acción por el clima,Con mis padres y mi hermano,Leer y jugar fútbol,"Matemáticas, comunicación y arte",Fútbol,Ingeniero de sistemas,Reducir la contaminación ambiental,Sí,Reconocimiento y voluntariado,"No,todo fué espectacular",Segundo,Carabayllo Enace,Empresa,18.3,18.3,15.8,18.2,18.0,18.0,18.3,18.2,17.84285714,18.0,APROBADO,BAJO
RYIRZNEW,A menudo,Rara Vez,A menudo,Muy a menudo,Muy rara vez,Rara Vez,Muy a menudo,Muy rara vez,Muy rara vez,A menudo,Rara vez,Rara vez,Muy a menudo,Rara vez,Muy a menudo,Muy a menudo,Muy rara vez,A menudo,Muy a menudo,A menudo,Rara vez,Muy a menudo,Muy a menudo,A menudo,Rara vez,Rara vez,Muy rara vez,Muy a menudo,Rara vez,A menudo,3,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,14,21,23,22,18,98,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,98,106,122,115,108,151,2016-01-02 00:00:00,8,CARABAYLLO 2 - SAN ANTONIO (REF. Frente al letrero Ladrillera Lark),3ero,Ninguno,"Celular, Computadora",Acción por el clima,Mis papás ,Leer y jugar con mis juguetes ,Comunicación y ciencias ,Voley y fútbol ,Ser doctora,Ser una doctora que ayude a todos los niños,Sí,"Si, yo participo en varios concursos académicos desde los 3 años , este año baje un poco en mis puntajes pero con ayuda pudo subir de nuevo y estoy en los primeros puestos.",Mi mascota Mufasa falleció y me dolió.,No,IIRIYAYZ,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet propio,Inestable,No,"Buenas tardes, en este momento los tres miembros de la familia con bien de salud, mi esposo buscando en que cachuelear ya que en enero baja el trabajo en donde trabaja y yo me estoy que me quiero meter a trabajar en cobradora para así ayudar en mi hogar, estamos pensando dejar a nuestra hija con mis papás pero como tuvieron una caída espantosa , a las justas se están moviendo.",Mamá,M,12.3774217585693,Décimo,SJL El Sol,Lima,Renovación,Matriculado,2021.5469448584204,Ninguno,Académica,Z,EZNDNYYW,BAJO,Académica,Ninguno,Salud y bienestar,Con mis padres y hermanos,Jugar futbol,Matemática,Fútbol,Ingeniero,Combatir la delincuencia,Sí,No,No,Segundo,Carabayllo 2 - San Antonio,Académica,19.3,19.0,16.9,19.0,18.7,18.0,18.0,18.7,18.41428571,18.0,APROBADO,BAJO
RYIRZNEW,A menudo,Rara Vez,A menudo,Muy a menudo,Muy rara vez,Rara Vez,Muy a menudo,Muy rara vez,Muy rara vez,A menudo,Rara vez,Rara vez,Muy a menudo,Rara vez,Muy a menudo,Muy a menudo,Muy rara vez,A menudo,Muy a menudo,A menudo,Rara vez,Muy a menudo,Muy a menudo,A menudo,Rara vez,Rara vez,Muy rara vez,Muy a menudo,Rara vez,A menudo,3,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,14,21,23,22,18,98,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,98,106,122,115,108,151,2016-01-02 00:00:00,8,CARABAYLLO 2 - SAN ANTONIO (REF. Frente al letrero Ladrillera Lark),3ero,Ninguno,Computadora,Acción por el clima,Mis papás ,"Me gusta leer libros de Anaya , matalaya",Comunicación y ciencia ,Futbol ,Ser doctora de los niños ,Ayudar a los niños de menos recursos dándole atención con los doctores ,Sí,"Siempre he concursado en nor Perú  de cono norte y estoy dentro de los 10 primeros , gane mi primer gallardete de primaria ","Murió mi mascota 🐕 mufasa , me dolió mucho.",No,IIRIYAYZ,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet prestado,Estable,No,"Económicamente saliendo adelante como se puede, en la salud bien gracias a Dios , con cosas académicas de mi hija orgullosa, se ganó una beca para vacacional en el colegio prolog y en los concursos que ella participa la semana pasada se ganó su primer puesto. En casa el negocio que puse no salió bien, me puse a buscar trabajo pero a mi hija le chocó porque ya no estaba con Ella y dejarla sola en casa me mortificaba.",Mamá,M,12.3774217585693,Décimo,SJL El Sol,Lima,Renovación,Matriculado,2021.5469448584204,Ninguno,Académica,Z,EZNDNYYW,BAJO,Académica,Ninguno,Salud y bienestar,Con mis padres y hermanos,Jugar futbol,Matemática,Fútbol,Ingeniero,Combatir la delincuencia,Sí,No,No,Segundo,Carabayllo 2 - San Antonio,Académica,19.3,19.0,16.9,19.0,18.7,18.0,18.0,18.7,18.41428571,18.0,APROBADO,BAJO
RYDSIRZE,A menudo,A menudo,Muy a menudo,Muy a menudo,Muy rara vez,A menudo,Muy a menudo,Muy rara vez,Muy rara vez,A menudo,Muy a menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,Muy rara vez,Muy a menudo,A menudo,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy rara vez,Muy a menudo,Muy rara vez,A menudo,3,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,19,22,24,19,23,107,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,119,114,122,107,128,162,2016-02-08 00:00:00,7,CARABAYLLO 1 - ENACE (REF. Mercado La Frontera),3ero,Broncoespasmo asociado a alergias,"Celular, Computadora",Acción por el clima,Con mis padres,"Leer, jugar","Proyecto, Matemáticas, Educación física y Ciencia",Basquet y fútbol,Escritor y científico,Ayudar a que las personas entiendan que es importante amar y respetar a nuestro Perú.,No,No,No,No,EZRIYZRZ,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet prestado,Estable,Sí,"Ha tenido crisis seguidas estos días, tiene una enfermedad degenerativa, es mi madre.",Papá y mamá,M,8.0,Tercero,Carabayllo Enace,Lima,Renovación,Matriculado,2023.0,Ninguno,Académica,EZAYZDNI,EZRIYZRZ,BAJO,Académica,Broncoespasmo asociado a alergias,Acción por el clima,Con mis padres,"Leer, jugar","Proyecto, Matemáticas, Educación física y Ciencia",Basquet y fútbol,Escritor y científico,Ayudar a que las personas entiendan que es importante amar y respetar a nuestro Perú.,No,No,No,Segundo,Carabayllo Enace,Académica,18.1,18.2,16.6,18.0,18.0,18.0,18.3,18.0,17.88571429,18.0,APROBADO,BAJO
RYZWYYYW,Muy a menudo,Rara Vez,A menudo,Muy a menudo,A menudo,A menudo,A menudo,Rara Vez,Muy rara vez,Muy a menudo,A menudo,Rara vez,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Rara vez,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Muy rara vez,Muy rara vez,Muy a menudo,A menudo,Muy a menudo,4,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,18,24,18,24,20,104,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,116,120,103,122,117,162,2015-04-23 00:00:00,8,CHORRILLOS 3 - LOS FAISANES (REF. A la espalda de Real Plaza de Chorrillos),3ero,Ninguno,Celular,Igualdad de género,"Con mis padres, hermano, abuelo y mascotas","Cantar, bailar y jugar con mi mascotas","Matemáticas, educación física y arte",Fútbol ,Veterinaria ,Eliminar a los ladrones y hacer un albergue para animales abandonados ,Sí,Participé del voluntariado sobre el cuidado del planeta,No,No,IWSYSYWE,Mamá de Champ,"Sí, tiene otra/o apoderada/o",Sí,Internet propio,Estable,No,Actualmente nos encontramos esforzandonos mucho para sacar nuestro emprendimiento adelante ,Papá y mamá,F,8.0,Tercero,Chorrillos Faisanes,Lima,Renovación,Matriculado,2023.0,Ninguno,Académica,INEYNDAE,IWSYSYWE,BAJO,Académica,Ninguno,Igualdad de género,"Con mis padres, hermano, abuelo y mascotas","Cantar, bailar y jugar con mi mascotas","Matemáticas, educación física y arte",Fútbol,Veterinaria,Eliminar a los ladrones y hacer un albergue para animales abandonados,Sí,Participé del voluntariado sobre el cuidado del planeta,No,Segundo,Chorrillos Faisanes,Académica,19.5,18.7,16.4,18.2,18.2,18.0,18.5,18.3,18.21428571,18.0,APROBADO,BAJO
RYZWYYYW,Muy a menudo,Rara Vez,A menudo,Muy a menudo,A menudo,A menudo,A menudo,Rara Vez,Muy rara vez,Muy a menudo,A menudo,Rara vez,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Rara vez,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Muy rara vez,Muy rara vez,Muy a menudo,A menudo,Muy a menudo,4,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,18,24,18,24,20,104,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,116,120,103,122,117,162,2015-04-23 00:00:00,8,CHORRILLOS 3 - LOS FAISANES (REF. A la espalda de Real Plaza de Chorrillos),3ero,Ninguno,Celular,Igualdad de género,"Con mis padre, hermano y abuelo","Cantar, bailar, dibujar, jugar con mis mascotas y usar el celular ","Matemáticas, educación física y arte",Fútbol,Veterinaria ,"Reducir los ladrones, y hacer un refugio para animales en abandono",Sí,Participé en el voluntariado sobre cuidar el planeta,No,No,EZIDZADD,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Bien,Lo realiza solo/a,F,8.0,Tercero,Chorrillos Faisanes,Lima,Renovación,Matriculado,2023.0,Ninguno,Académica,INEYNDAE,IWSYSYWE,BAJO,Académica,Ninguno,Igualdad de género,"Con mis padres, hermano, abuelo y mascotas","Cantar, bailar y jugar con mi mascotas","Matemáticas, educación física y arte",Fútbol,Veterinaria,Eliminar a los ladrones y hacer un albergue para animales abandonados,Sí,Participé del voluntariado sobre el cuidado del planeta,No,Segundo,Chorrillos Faisanes,Académica,19.5,18.7,16.4,18.2,18.2,18.0,18.5,18.3,18.21428571,18.0,APROBADO,BAJO
RYIEIZRD,A menudo,Rara Vez,A menudo,Muy a menudo,Muy rara vez,Rara Vez,A menudo,Muy rara vez,Muy rara vez,A menudo,A menudo,A menudo,A menudo,Rara vez,Muy a menudo,A menudo,Muy rara vez,A menudo,A menudo,A menudo,Rara vez,A menudo,A menudo,A menudo,Muy a menudo,Rara vez,Muy rara vez,A menudo,Muy rara vez,Rara vez,3,2.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,13,18,24,18,20,93,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,94,93,126,101,117,142,2015-12-02 00:00:00,8,ATE 3 - PURUCHUCO (REF. Frente a la Huaca de Puruchuco),3ero,ALERGIA AL POLEN,Laptop,Reducción de las desigualdades,PAPÁ Y MAMÁ,"LEER, CANTAR Y BAILAR.",ED. FÍSICA E INGLÉS ,NATACIÓN,ESCRITORA O CANTANTE,MEJORAR LA MANERA COMO SE DESHECHA LA BASURA,Sí,HE PARTICIPADO EN LAS OLIMPÍADAS DEL COLEGIO Y MI MISS ME HA FELICITADO POR MIS TRABAJOS VARIAS VECES,"NO, NO HAY NADA QUE ME HAYA PUESTO TRISTE",No,ISWSARAS,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet prestado,Estable,No,TODOS EN CASA NOS ENCONTRAMOS BIEN DE SALUD,Mamá,F,8.0,Tercero,Ate Puruchuco,Lima,Renovación,Matriculado,2023.0,ALERGIA AL POLEN,Académica,NRRYWWD,ISWSARAS,BAJO,Académica,ALERGIA AL POLEN,Reducción de las desigualdades,PAPÁ Y MAMÁ,"LEER, CANTAR Y BAILAR.",ED. FÍSICA E INGLÉS,NATACIÓN,ESCRITORA O CANTANTE,MEJORAR LA MANERA COMO SE DESHECHA LA BASURA,Sí,HE PARTICIPADO EN LAS OLIMPÍADAS DEL COLEGIO Y MI MISS ME HA FELICITADO POR MIS TRABAJOS VARIAS VECES,"NO, NO HAY NADA QUE ME HAYA PUESTO TRISTE",Segundo,Ate Puruchuco,Académica,18.0,18.3,16.1,18.2,18.1,18.0,18.3,18.5,17.85714286,18.0,APROBADO,BAJO
RYSDRYWN,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy rara vez,Muy rara vez,Muy a menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy rara vez,Muy rara vez,Muy rara vez,Muy a menudo,Muy rara vez,Muy a menudo,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,24,24,24,23,21,116,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,141,122,122,121,119,177,2015-08-17 00:00:00,8,CALLAO 3 - Santa Rosa (REF. cruce Av. Bertello y Bocanegra),3ero,Ninguno,Laptop,Acción por el clima,PADRES Y HERMANOS , JUGAR FUTBOL Y LEER,"MATEMATICA, DPCC",FUTBOL ,FUTBOLISTA,"  CUIDAR  EL MEDIO AMBIENTE RESICLANDO,  PARA QUE NO TENGAMOS DESASTRES NATURALES",Sí,"SI, RECONOCIMINETO POR PARTICIPACION  EN RECLICLAJE DEL MEDIO AMBIENTE ","NO POR EL MOMENTO , FUE UN AÑO  MUY CON MUCHOS RETOS Y ENSEÑANZAS ",No,RSRRRSNA,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,"ME ENCUENTRO MUY FELIZ  Y ANSIOSO DE QUE EMPIEZE ESTE AÑO ESCOLAR
",Papá y mamá,M,8.0,Tercero,Callao Santa Rosa,Lima,Renovación,Matriculado,2023.0,Ninguno,Académica,IDWNZDES,RSRRRSNA,BAJO,Académica,Ninguno,Acción por el clima,PADRES Y HERMANOS,JUGAR FUTBOL Y LEER,"MATEMATICA, DPCC",FUTBOL,FUTBOLISTA,"CUIDAR  EL MEDIO AMBIENTE RESICLANDO,  PARA QUE NO TENGAMOS DESASTRES NATURALES",Sí,"SI, RECONOCIMINETO POR PARTICIPACION  EN RECLICLAJE DEL MEDIO AMBIENTE","NO POR EL MOMENTO , FUE UN AÑO  MUY CON MUCHOS RETOS Y ENSEÑANZAS",Segundo,Callao 2 - Lemos,Académica,18.1,18.0,15.8,18.0,18.0,18.2,18.8,18.2,17.84285714,18.0,APROBADO,BAJO
RYAEYDYA,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Rara Vez,Rara Vez,A menudo,Rara vez,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Rara vez,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Rara vez,Muy rara vez,Rara vez,Muy rara vez,Muy a menudo,Muy rara vez,Muy a menudo,4,4.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,20,24,18,21,19,102,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,125,120,103,111,113,158,2015-09-18 00:00:00,8,CERCADO - SANCHEZ PINILLOS (REF. A 1 Cdra del Hospital Arzobispo Loayza.),3ero,Displacia Renal Multiquistica,Computadora,Acción por el clima,Con mi mamá y hermano ,Leer y jugar,Matemáticas ,Voley y karate,Doctora o médico veterinaria ,Mejorar la educación y que ningún niño se quede sin estudiar ,Sí,"No, aún no participo ","Las niñas del colegio no saben respetar, molestan y te rayan los cuadernos. ",No,IIDIIZWS,Mamá de Champ,"No, yo soy la única persona apoderada/o",Sí,Internet prestado,Estable,No,"Estamos felices de formar parte de Peruchamps, tuvimos pequeñas dificultades de salud pero con los controles oportunos estamos bien. ",Mamá,F,8.0,Tercero,Cercado,Lima,Renovación,Matriculado,2023.0,Displasia Renal Multiquistica,Académica,IIIWRYAS,IIDIIZWS,BAJO,Académica,Displacia Renal Multiquistica,Acción por el clima,Con mi mamá y hermano,Leer y jugar,Matemáticas,Voley y karate,Doctora o médico veterinaria,Mejorar la educación y que ningún niño se quede sin estudiar,Sí,"No, aún no participo","Las niñas del colegio no saben respetar, molestan y te rayan los cuadernos.",Segundo,Cercado 1 - Sanchez Pinillos,Académica,18.2,18.5,16.3,18.3,18.1,18.0,18.3,18.2,17.95714286,18.0,APROBADO,BAJO
RYAEYDYA,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Rara Vez,Rara Vez,A menudo,Rara vez,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Rara vez,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Rara vez,Muy rara vez,Rara vez,Muy rara vez,Muy a menudo,Muy rara vez,Muy a menudo,4,4.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,20,24,18,21,19,102,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,125,120,103,111,113,158,2015-09-18 00:00:00,8,CERCADO - SANCHEZ PINILLOS (REF. A 1 Cdra del Hospital Arzobispo Loayza.),3ero,Displacia Renal Multiquistica ,Computadora,Acción por el clima,Mi mamá y hermanito,bailar y leer libros de aventuras ,"Matemáticas, arte, inglés ",Voley y karate ,Doctora o médico veterinaria ,Mejorar la educación y que los niños no trabajen en las calles.,Sí,Por ahora no,"Las niñas no saben respetar a los demás, molestan y empujan en los recreos diciendo cosas malas.",No,IIDIIZWS,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet prestado,Estable,No,"Agradecidos con Peruchamps, y trabajando por nuestros metas. ",Mamá,F,8.0,Tercero,Cercado,Lima,Renovación,Matriculado,2023.0,Displasia Renal Multiquistica,Académica,IIIWRYAS,IIDIIZWS,BAJO,Académica,Displacia Renal Multiquistica,Acción por el clima,Con mi mamá y hermano,Leer y jugar,Matemáticas,Voley y karate,Doctora o médico veterinaria,Mejorar la educación y que ningún niño se quede sin estudiar,Sí,"No, aún no participo","Las niñas del colegio no saben respetar, molestan y te rayan los cuadernos.",Segundo,Cercado 1 - Sanchez Pinillos,Académica,18.2,18.5,16.3,18.3,18.1,18.0,18.3,18.2,17.95714286,18.0,APROBADO,BAJO
